REGION,REGION_LENGTH,COMPLETENESS(score),SPECIFIC_KEYWORD,REGION_POSITION,TRNA_NUM,TOTAL_PROTEIN_NUM,PHAGE_HIT_PROTEIN_NUM,HYPOTHETICAL_PROTEIN_NUM,PHAGE+HYPO_PROTEIN_PERCENTAGE,BACTERIAL_PROTEIN_NUM,ATT_SITE_SHOWUP,PHAGE_SPECIES_NUM,MOST_COMMON_PHAGE_NAME(hit_genes_count),FIRST_MOST_COMMON_PHAGE_NUM,FIRST_MOST_COMMON_PHAGE_PERCENTAGE,GC_PERCENTAGE,acc,MOST_COMMON_PHAGE_NAME,MOST_COMMON_PHAGE_NUM,MOST_COMMON_PHAGE_PERCENTAGE
1,40.6Kb,incomplete(60),"integrase,recombinase,terminase,virion",641260-681944,0,29,24,5,100%,0,yes,14,"PHAGE_Entero_Tyrion_NC_031077(9),PHAGE_Salmon_SPN1S_NC_016761(8),PHAGE_Escher_TL_2011b_NC_019445(7),PHAGE_Escher_phiV10_NC_007804(6),PHAGE_Salmon_epsilon15_NC_004775(6),PHAGE_Pseudo_AF_NC_019923(5),PHAGE_Phage_Gifsy_1_NC_010392(3),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(3),PHAGE_Salmon_SPN3UB_NC_019545(3),PHAGE_Entero_HK225_NC_019717(3),PHAGE_Xantho_CP2_NC_020205(3),PHAGE_Bordet_BPP_1_NC_005357(3),PHAGE_Entero_mEp237_NC_019704(2),PHAGE_Shewan_3/49_NC_025466(2),PHAGE_Phage_Gifsy_2_NC_010393(2),PHAGE_Burkho_KS5_NC_015265(2),PHAGE_Vibrio_12A4_NC_021068(1),PHAGE_Pseudo_H105/1_NC_015293(1),PHAGE_Escher_ECBP5_NC_027330(1),PHAGE_Pseudo_YuA_NC_010116(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Vibrio_VpKK5_NC_026610(1),PHAGE_Sodali_phiSG1_NC_007902(1),PHAGE_Entero_HK140_NC_019710(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Lactob_phiAQ113_NC_019782(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Pseudo_PaMx74_NC_028809(1),PHAGE_Pseudo_Pq0_NC_029100(1),PHAGE_Escher_pro147_NC_028896(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab18_NC_026594(1),PHAGE_Entero_SfI_NC_027339(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Staphy_StB27_NC_019914(1),PHAGE_Altero_vB_AmaP_AD45_P1_NC_021532(1),PHAGE_Lactob_Lrm1_NC_011104(1)",7,31.03%,41.15%,CR354532.1,NA,NA,NA
2,39.6Kb,intact(110),"integrase,tail,head,capsid,protease,portal,terminase",1404764-1444387,0,21,15,6,100%,0,yes,8,"PHAGE_Xantho_OP1_NC_007709(6),PHAGE_Xantho_phiL7_NC_012742(5),PHAGE_Xantho_Xp10_NC_004902(3),PHAGE_Burkho_KS9_NC_013055(3),PHAGE_Xantho_Xop411_NC_009543(3),PHAGE_Xantho_CP1_NC_019933(3),PHAGE_Entero_SfV_NC_003444(2),PHAGE_Xantho_Xp15_NC_007024(2),PHAGE_Pseudo_YMC11/02/R656_NC_028657(2),PHAGE_Pseudo_phi2_NC_030931(2),PHAGE_Rhizob_16_3_NC_011103(2),PHAGE_Pseudo_PS_1_NC_029066(2),PHAGE_Bacill_WBeta_NC_007734(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Entero_T1_NC_005833(1),PHAGE_Salmon_ST64B_NC_004313(1),PHAGE_Vibrio_KVP40_NC_005083(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Bacill_phIS3501_NC_019502(1),PHAGE_Rhizob_vB_RleM_P10VF_NC_025429(1),PHAGE_Bacill_phiCM3_NC_023599(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(1),PHAGE_Sinorh_phiM9_NC_028676(1),PHAGE_Bacill_Gamma_NC_007458(1),PHAGE_Synech_S_CBS1_NC_016164(1),PHAGE_Strept_phiC31_NC_001978(1),PHAGE_Entero_SfI_NC_027339(1),PHAGE_Entero_YYZ_2008_NC_011356(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Edward_eiAU_183_NC_023555(1)",6,28.57%,43.95%,CR354532.1,NA,NA,NA
1,27.2Kb,intact(130),"tail,capsid,plate",2233522-2260729,1,36,23,9,88.8%,4,no,18,"PHAGE_Escher_D108_NC_013594(4),PHAGE_Entero_Mu_NC_000929(4),PHAGE_Entero_phiP27_NC_003356(4),PHAGE_Salmon_ST64B_NC_004313(3),PHAGE_Shigel_SfIV_NC_022749(3),PHAGE_Entero_SfV_NC_003444(3),PHAGE_Vibrio_12B12_NC_021070(3),PHAGE_Vibrio_vB_VpaM_MAR_NC_019722(3),PHAGE_Burkho_KS5_NC_015265(3),PHAGE_Shigel_SfII_NC_021857(3),PHAGE_Ralsto_phiRSA1_NC_009382(2),PHAGE_Salmon_SP_004_NC_021774(2),PHAGE_Vibrio_VP882_NC_009016(2),PHAGE_Stenot_Smp131_NC_023588(2),PHAGE_Entero_PsP3_NC_005340(2),PHAGE_Burkho_KL3_NC_015266(2),PHAGE_Ralsto_RSY1_NC_025115(2),PHAGE_Burkho_KS14_NC_015273(2),PHAGE_Entero_Fels_2_NC_010463(2),PHAGE_Entero_P2_NC_001895(2),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Halomo_phiHAP_1_NC_010342(1),PHAGE_Acyrth_pisum_secondary_endosymbiont_1_NC_000935(1),PHAGE_Yersin_L_413C_NC_004745(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Burkho_KS10_NC_011216(1),PHAGE_Cronob_vB_CsaP_GAP52_NC_019402(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Staphy_StauST398_4_NC_023499(1),PHAGE_Human_herpesvirus_8_NC_009333(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Aeromo_phiO18P_NC_009542(1),PHAGE_Pseudo_phiCTX_NC_003278(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Staphy_77_NC_005356(1),PHAGE_Entero_SPC35_NC_015269(1),PHAGE_Salico_CGphi29_NC_020844(1),PHAGE_Haemop_HP1_NC_001697(1),PHAGE_Salmon_c341_NC_013059(1),PHAGE_Salmon_RE_2010_NC_019488(1),PHAGE_Erwini_vB_EamM_Y2_NC_019504(1),PHAGE_Vibrio_VHML_NC_004456(1),PHAGE_Burkho_phiE12_2_NC_009236(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Mannhe_vB_MhM_1152AP_NC_021778(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Entero_mEp460_NC_019716(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Entero_phiEcoM_GJ1_NC_010106(1),PHAGE_Salmon_epsilon34_NC_011976(1),PHAGE_Edward_eiAU_183_NC_023555(1),PHAGE_Staphy_P954_NC_013195(1),PHAGE_Staphy_StauST398_5_NC_023500(1),PHAGE_Burkho_phiE202_NC_009234(1)",4,11.11%,39.97%,CP000020.2,NA,NA,NA
1,42.1Kb,incomplete(50),"transposase,protease,plate",3426588-3468739,0,12,8,2,83.3%,2,yes,8,"PHAGE_Bacill_SPbeta_NC_001884(2),PHAGE_Clostr_phiCTC2A_NC_030949(1),PHAGE_Synech_S_SSM7_NC_015287(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Salmon_g341c_NC_013059(1),PHAGE_Serrat_phiMAM1_NC_020083(1),PHAGE_Clostr_phiCDHM13_NC_029116(1),PHAGE_Flavob_Fpv1_NC_031914(1),PHAGE_Myxoco_Mx8_NC_003085(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Burkho_KS10_NC_011216(1),PHAGE_Cyanop_S_RIM32_NC_031235(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Sodali_phiSG1_NC_007902(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Gordon_Guacamole_NC_031265(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Salmon_epsilon34_NC_011976(1),PHAGE_Clostr_phiCDHM11_NC_029001(1),PHAGE_Clostr_phiCT19406A_NC_030950(1)",1,16.66%,52.93%,CP000148.1,NA,NA,NA
1,11.4Kb,incomplete(40),"tail,coat,head",1490779-1502187,0,18,9,8,94.4%,1,no,8,"PHAGE_Entero_phiFL3A_NC_013648(2),PHAGE_Strept_SV1_NC_018848(2),PHAGE_Gordon_GMA1_NC_030902(2),PHAGE_Gordon_Nymphadora_NC_031061(2),PHAGE_Brocho_BL3_NC_015254(2),PHAGE_Gordon_Kita_NC_031233(2),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Bacter_Diva_NC_028788(1),PHAGE_Cyanop_KBS_S_2A_NC_020854(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Mycoba_Faith1_NC_015584(1),PHAGE_Mycoba_bron_NC_014461(1),PHAGE_Bacill_SPP1_NC_004166(1),PHAGE_Paenib_HB10c2_NC_028758(1),PHAGE_Bacill_IEBH_NC_011167(1),PHAGE_Strept_EJ_1_NC_005294(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Gordon_BaxterFox_NC_031226(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Bacter_Rani_NC_029084(1),PHAGE_Paenib_Tripp_NC_028930(1),PHAGE_Strept_Str_PAP_1_NC_028666(1),PHAGE_Strept_phiARI0468_1_NC_031929(1),PHAGE_Lactoc_PLgT_1_NC_031016(1),PHAGE_Strept_315.3_NC_004586(1)",2,11.11%,43.76%,CP000141.1,NA,NA,NA
2,17.7Kb,questionable(70),"portal,terminase,head,protease,integrase",1502187-1519945,0,25,19,3,88%,3,yes,16,"PHAGE_Brevib_Davies_NC_022980(4),PHAGE_Brevib_Osiris_NC_028969(4),PHAGE_Brevib_Jimmer1_NC_029104(3),PHAGE_Brevib_Abouo_NC_029029(3),PHAGE_Geobac_GBSV1_NC_008376(3),PHAGE_Thermu_OH2_NC_021784(2),PHAGE_Lactob_iLp84_NC_028783(2),PHAGE_Paenib_Vegas_NC_028767(2),PHAGE_Bacill_1_NC_009737(2),PHAGE_Thermo_THSA_485A_NC_018264(2),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Mycoba_Che9c_NC_004683(1),PHAGE_Clostr_phiCP39_O_NC_011318(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Gordon_Nymphadora_NC_031061(1),PHAGE_Gordon_UmaThurman_NC_031249(1),PHAGE_Gordon_Blueberry_NC_030943(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Lactob_phiPYB5_NC_027982(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Gordon_Twister6_NC_031052(1),PHAGE_Paenib_Tripp_NC_028930(1),PHAGE_Clostr_phiCTC2A_NC_030949(1),PHAGE_Mycoba_Panchino_NC_031281(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Clostr_phiCT453B_NC_029004(1),PHAGE_Staphy_EW_NC_007056(1),PHAGE_Entero_mEp213_NC_019720(1),PHAGE_Clostr_phiCT453A_NC_028991(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Staphy_phi7401PVL_NC_020199(1),PHAGE_Strept_PH15_NC_010945(1),PHAGE_Geobac_GBK2_NC_023612(1),PHAGE_Staphy_3MRA_NC_028917(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Staphy_Ipla5_NC_018281(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Staphy_TEM123_NC_017968(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Clostr_phiCT19406A_NC_030950(1),PHAGE_Bacill_phBC6A52_NC_004821(1),PHAGE_Lactoc_TP901_1_NC_002747(1),PHAGE_Clostr_phiCD211_NC_029048(1),PHAGE_Staphy_StauST398_5_NC_023500(1)",3,16%,39.13%,CP000141.1,NA,NA,NA
1,33.7Kb,intact(100),"protease,portal,capsid,tail",1314453-1348182,0,46,32,10,91.3%,4,no,18,"PHAGE_Brevib_Osiris_NC_028969(10),PHAGE_Clostr_phiCT9441A_NC_029022(8),PHAGE_Brevib_Davies_NC_022980(6),PHAGE_Bacill_SPbeta_NC_001884(6),PHAGE_Brevib_Abouo_NC_029029(6),PHAGE_Thermu_OH2_NC_021784(5),PHAGE_Clostr_phiMMP01_NC_028883(5),PHAGE_Bacill_PM1_NC_020883(4),PHAGE_Clostr_phiMMP03_NC_028959(3),PHAGE_Bacill_Waukesha92_NC_025424(3),PHAGE_Haloru_CGphi46_NC_021537(2),PHAGE_Clostr_phiC2_NC_009231(2),PHAGE_Strept_EJ_1_NC_005294(2),PHAGE_Bacill_BMBtpLA_NC_028748(2),PHAGE_Bacill_SP10_NC_019487(2),PHAGE_Rhizob_vB_RleS_L338C_NC_023502(2),PHAGE_Bacill_phi105_NC_004167(2),PHAGE_Bacill_SPP1_NC_004166(2),PHAGE_Vibrio_SIO_2_NC_016567(2),PHAGE_Bacill_WBeta_NC_007734(1),PHAGE_Lactob_phig1e_NC_004305(1),PHAGE_Pseudo_phiPsa374_NC_023601(1),PHAGE_Bacill_Fah_NC_007814(1),PHAGE_Bacill_phi4J1_NC_029008(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Bacill_phBC6A51_NC_004820(1),PHAGE_Bacill_SPO1_NC_011421(1),PHAGE_Bacill_phIS3501_NC_019502(1),PHAGE_Clostr_phiCD506_NC_028838(1),PHAGE_Bacill_Slash_NC_022774(1),PHAGE_Clostr_phiCD481_1_NC_028951(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Bacill_Gamma_NC_007458(1),PHAGE_Staphy_SpaA1_NC_018277(1),PHAGE_Cronob_CR9_NC_023717(1),PHAGE_Clostr_phi8074_B1_NC_019924(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Paenib_HB10c2_NC_028758(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Ralsto_RSL2_NC_028950(1),PHAGE_Microb_Min1_NC_009603(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Caulob_CcrColossus_NC_019406(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Bacill_CampHawk_NC_022761(1),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lister_A500_NC_009810(1),PHAGE_Lactoc_ul36_NC_004066(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Clostr_phiCDHM11_NC_029001(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Erwini_Ea9_2_NC_023579(1),PHAGE_Clostr_phiCD505_NC_028764(1),PHAGE_Geobac_GBK2_NC_023612(1),PHAGE_Bacill_Staley_NC_022767(1),PHAGE_Cronob_02_NC_028672(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Strept_315.6_NC_004589(1),PHAGE_Cronob_CR3_NC_017974(1),PHAGE_Geobac_GBSV1_NC_008376(1)",8,21.73%,44.84%,NC_000964.3,NA,NA,NA
2,9.5Kb,incomplete(10),NA,2055868-2065377,0,16,12,4,100%,0,no,5,"PHAGE_Bacill_SPbeta_NC_001884(6),PHAGE_Bacill_phi105_NC_004167(2),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Bacill_phBC6A51_NC_004820(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Staphy_phiRS7_NC_022914(1),PHAGE_Entero_IME_EFm1_NC_024356(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Lactob_iLp84_NC_028783(1),PHAGE_Geobac_GBSV1_NC_008376(1)",7,37.5%,33.61%,NC_000964.3,NA,NA,NA
3,142Kb,intact(149),"coat,recombinase",2146013-2288062,0,198,187,6,97.4%,5,yes,3,"PHAGE_Bacill_SPbeta_NC_001884(184),PHAGE_Clostr_c_st_NC_007581(12),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(12),PHAGE_Staphy_vB_SepS_SEP9_NC_023582(10),PHAGE_Brevib_Sundance_NC_028749(9),PHAGE_Staphy_6ec_NC_024355(8),PHAGE_Bacill_Bobb_NC_024792(6),PHAGE_Bacill_SP10_NC_019487(6),PHAGE_Lactoc_phiL47_NC_023574(6),PHAGE_Lactoc_WRP3_NC_027341(5),PHAGE_Bacill_G_NC_023719(5),PHAGE_Lactoc_949_NC_015263(5),PHAGE_Bacill_PM1_NC_020883(4),PHAGE_Bacill_CampHawk_NC_022761(4),PHAGE_Bacill_Grass_NC_022771(4),PHAGE_Lactob_Ldl1_NC_026609(4),PHAGE_Bacill_phiAGATE_NC_020081(4),PHAGE_Bacill_SPO1_NC_011421(3),PHAGE_Bacill_IEBH_NC_011167(2),PHAGE_Clostr_phi8074_B1_NC_019924(2),PHAGE_Brevib_Jenst_NC_028805(2),PHAGE_Clostr_phiCTP1_NC_014457(2),PHAGE_Acinet_YMC13/03/R2096_NC_027332(2),PHAGE_Bacill_phiNIT1_NC_021856(2),PHAGE_Bacill_phi105_NC_004167(2),PHAGE_Bacill_SPP1_NC_004166(2),PHAGE_Brevib_Osiris_NC_028969(2),PHAGE_Bacill_0305phi8_36_NC_009760(2),PHAGE_Sinorh_PBC5_NC_003324(1),PHAGE_Clostr_phiC2_NC_009231(1),PHAGE_Staphy_IME_SA4_NC_029025(1),PHAGE_Staphy_96_NC_007057(1),PHAGE_Staphy_phiPV83_NC_002486(1),PHAGE_Prochl_P_SSM4_NC_006884(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Burkho_BcepIL02_NC_012743(1),PHAGE_Entero_Phi1_NC_009821(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Thermu_OH2_NC_021784(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Sodali_phiSG1_NC_007902(1),PHAGE_Lister_vB_LmoS_188_NC_028871(1),PHAGE_Erwini_PhiEaH1_NC_023610(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Bacill_JBP901_NC_027352(1),PHAGE_Entero_EFDG1_NC_029009(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Bacill_Slash_NC_022774(1),PHAGE_Entero_vB_IME197_NC_028671(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Rhizob_vB_RleM_PPF1_NC_025427(1),PHAGE_Synech_S_MbCM100_NC_023584(1),PHAGE_Brevib_Davies_NC_022980(1),PHAGE_Clostr_phiMMP03_NC_028959(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Mycoba_Wanda_NC_022067(1),PHAGE_Bacill_BigBertha_NC_022769(1),PHAGE_Bacill_BCP8_2_NC_027355(1),PHAGE_Bacill_Spock_NC_022763(1),PHAGE_Clostr_PhiS63_NC_017978(1),PHAGE_Escher_Akfv33_NC_017969(1),PHAGE_Lister_A500_NC_009810(1),PHAGE_Lactob_LP65_NC_006565(1),PHAGE_Strept_Dp_1_NC_015274(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Strept_5093_NC_012753(1),PHAGE_Staphy_phiRS7_NC_022914(1),PHAGE_Burkho_BcepMu_NC_005882(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Staphy_phiN315_NC_004740(1),PHAGE_Bacill_Finn_NC_020480(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Mycoba_Minerva_NC_026584(1),PHAGE_Salmon_RE_2010_NC_019488(1),PHAGE_Brevib_Abouo_NC_029029(1),PHAGE_Bacill_BCP78_NC_018860(1),PHAGE_Rhizob_16_3_NC_011103(1),PHAGE_Geobac_GBK2_NC_023612(1),PHAGE_Synech_S_CBS2_NC_015463(1),PHAGE_Bacill_VMY22_NC_028789(1),PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Bacill_Staley_NC_022767(1),PHAGE_Clostr_phiCD27_NC_011398(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Staphy_phiMR11_NC_010147(1),PHAGE_Bacill_B4_NC_018863(1),PHAGE_Bacill_250_NC_029024(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Clostr_phiMMP01_NC_028883(1),PHAGE_Bacill_Troll_NC_022088(1),PHAGE_Bacill_phBC6A52_NC_004821(1),PHAGE_Salmon_Shivani_NC_028754(1)",184,92.92%,35.03%,NC_000964.3,NA,NA,NA
4,48Kb,intact(120),"integrase,tail,portal,capsid,head,terminase",2653062-2701098,0,43,26,12,88.3%,5,yes,15,"PHAGE_Clostr_phiCT9441A_NC_029022(7),PHAGE_Brevib_Osiris_NC_028969(6),PHAGE_Brevib_Abouo_NC_029029(5),PHAGE_Brevib_Davies_NC_022980(5),PHAGE_Thermu_OH2_NC_021784(4),PHAGE_Bacill_SPbeta_NC_001884(4),PHAGE_Strept_EJ_1_NC_005294(3),PHAGE_Bacill_PM1_NC_020883(3),PHAGE_Clostr_phiMMP03_NC_028959(3),PHAGE_Clostr_phiMMP01_NC_028883(3),PHAGE_Haloru_CGphi46_NC_021537(2),PHAGE_Rhizob_vB_RleS_L338C_NC_023502(2),PHAGE_Bacill_phi105_NC_004167(2),PHAGE_Clostr_phiCD27_NC_011398(2),PHAGE_Vibrio_SIO_2_NC_016567(2),PHAGE_Lister_P70_NC_018831(1),PHAGE_Lister_LP_037_NC_021787(1),PHAGE_Bacill_WBeta_NC_007734(1),PHAGE_Idioma_1N2_2_NC_025439(1),PHAGE_Clostr_phiC2_NC_009231(1),PHAGE_Cellul_phi18:1_NC_021790(1),PHAGE_Pseudo_phiPsa374_NC_023601(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Bacill_Fah_NC_007814(1),PHAGE_Bacill_Page_NC_022764(1),PHAGE_Bacill_Pony_NC_022770(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Marino_P12026_NC_018269(1),PHAGE_Brocho_BL3_NC_015254(1),PHAGE_Lister_LP_026_NC_024375(1),PHAGE_Cronob_CR8_NC_024354(1),PHAGE_Lactob_phiPYB5_NC_027982(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Clostr_phiCDHM11_NC_029001(1),PHAGE_Paenib_Tripp_NC_028930(1),PHAGE_Clostr_phiCD506_NC_028838(1),PHAGE_Strept_phiNJ2_NC_019418(1),PHAGE_Clostr_phiCD481_1_NC_028951(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Clostr_phiCD505_NC_028764(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Bacill_Gamma_NC_007458(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Geobac_GBK2_NC_023612(1),PHAGE_Bacill_Pavlov_NC_028782(1),PHAGE_Lister_LP_114_NC_024392(1),PHAGE_Cronob_02_NC_028672(1),PHAGE_Bacill_SP10_NC_019487(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Entero_P88_NC_026014(1),PHAGE_Entero_phiFL4A_NC_013644(1),PHAGE_Bacill_Palmer_NC_028926(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Cronob_CR3_NC_017974(1),PHAGE_Lactoc_TP901_1_NC_002747(1),PHAGE_Lister_LP_030_2_NC_021539(1)",7,16.27%,38.86%,NC_000964.3,NA,NA,NA
1,26.5Kb,incomplete(60),"virion,head,portal,terminase,integrase",321147-347654,0,26,13,0,50%,13,yes,6,"PHAGE_Brucel_Pr_NC_019447(8),PHAGE_Brucel_Tb_NC_019446(7),PHAGE_Sulfit_NYA_2014a_NC_027299(4),PHAGE_Myxoco_Mx8_NC_003085(4),PHAGE_Sulfit_pCB2047_A_NC_020858(4),PHAGE_Sulfit_pCB2047_C_NC_020856(4),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Staphy_vB_SauM_Romulus_NC_020877(1),PHAGE_Brevib_Abouo_NC_029029(1),PHAGE_Brevib_Davies_NC_022980(1),PHAGE_Salmon_ST160_NC_014900(1),PHAGE_Arthro_BarretLemon_NC_031252(1),PHAGE_Entero_UAB_Phi20_NC_031019(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Entero_IME10_NC_019501(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Salmon_BP63_NC_031250(1),PHAGE_Bacill_phBC6A52_NC_004821(1),PHAGE_Clostr_phiCD211_NC_029048(1)",8,30.76%,61.16%,BA000012.4,NA,NA,NA
