header,taxon,protein,sp,description,vog,.species.name,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,viral.family,protClstr,aa,perc.id_protClstr,protClstr_rep
444861.YP_004324502.1 sigma factor for late transcription [Prochlorococcus phage Syn1],444861,YP_004324502.1,Prochlorococcus phage Syn1, sigma factor for late transcription,VOG02363,Prochlorococcus phage Syn1,phage,NCBI Refseq,209,NC_015288,2976,191195,100,TRUE,Prochlorococcus phage Syn1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vellamovirus; Prochlorococcus virus Syn1,NC_015288,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,Myoviridae,33,164,96.95,FALSE
444862.YP_004323278.1 sigma factor for late transcription [Prochlorococcus phage P-RSM4],444862,YP_004323278.1,Prochlorococcus phage P-RSM4, sigma factor for late transcription,VOG02363,Prochlorococcus phage P-RSM4,phage,NCBI Refseq,209,NC_015283,2947,176428,100,TRUE,Prochlorococcus phage P-RSM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Thaumasvirus; unclassified Thaumasvirus,NC_015283,NA,NA,NA,59922,Prochlorococcus marinus str. MIT 9303,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,74,157,100,FALSE
444878.YP_004323741.1 sigma factor for late transcription [Prochlorococcus phage Syn33],444878,YP_004323741.1,Prochlorococcus phage Syn33, sigma factor for late transcription,VOG02363,Prochlorococcus phage Syn33,phage,NCBI Refseq,209,NC_015285,3030,174285,100,TRUE,Prochlorococcus phage Syn33,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Brizovirus; Prochlorococcus virus Syn33,NC_015285,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,Myoviridae,155,178,100,TRUE
445683.YP_004322799.1 sigma factor for late transcription [Synechococcus phage S-ShM2],445683,YP_004322799.1,Synechococcus phage S-ShM2, sigma factor for late transcription,VOG02363,Synechococcus phage S-ShM2,phage,NCBI Refseq,209,NC_015281,2930,179563,100,TRUE,Synechococcus phage S-ShM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Ahtivirus; Synechococcus virus SShM2,NC_015281,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,Myoviridae,163,157,100,TRUE
445684.YP_004323964.1 sigma factor for late transcription [Synechococcus phage Syn19],445684,YP_004323964.1,Synechococcus phage Syn19, sigma factor for late transcription,VOG02363,Synechococcus phage Syn19,phage,NCBI Refseq,209,NC_015286,3038,175230,100,TRUE,Synechococcus phage Syn19,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Pontusvirus; Synechococcus virus Syn19,NC_015286,NA,NA,NA,166314,Synechococcus sp. WH 8109,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,Myoviridae,150,166,100,TRUE
445685.YP_004324741.1 sigma factor for late transcription [Synechococcus phage S-SSM5],445685,YP_004324741.1,Synechococcus phage S-SSM5, sigma factor for late transcription,VOG02363,Synechococcus phage S-SSM5,phage,NCBI Refseq,209,NC_015289,2945,176184,100,TRUE,Synechococcus phage S-SSM5,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_015289,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,2,Myoviridae,102,156,100,TRUE
445686.YP_004324208.1 sigma factor for late transcription [Synechococcus phage S-SSM7],445686,YP_004324208.1,Synechococcus phage S-SSM7, sigma factor for late transcription,VOG02363,Synechococcus phage S-SSM7,phage,NCBI Refseq,209,NC_015287,2569,232878,100,TRUE,Synechococcus phage S-SSM7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_015287,NA,NA,NA,166314,Synechococcus sp. WH 8109,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,131,160,100,TRUE
445688.YP_004324965.1 sigma factor for late transcription [Prochlorococcus phage P-SSM7],445688,YP_004324965.1,Prochlorococcus phage P-SSM7, sigma factor for late transcription,VOG02363,Prochlorococcus phage P-SSM7,phage,NCBI Refseq,209,NC_015290,2938,182180,100,TRUE,Prochlorococcus phage P-SSM7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Palaemonvirus; Prochlorococcus virus PSSM7,NC_015290,NA,NA,NA,167555,Prochlorococcus marinus str. NATL1A,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus,NA,NA,NA,NA,1,Myoviridae,175,177,100,TRUE
445696.YP_004323498.1 sigma factor for late transcription [Prochlorococcus phage P-HM2],445696,YP_004323498.1,Prochlorococcus phage P-HM2, sigma factor for late transcription,VOG02363,Prochlorococcus phage P-HM2,phage,NCBI Refseq,209,NC_015284,2931,183806,100,TRUE,Prochlorococcus phage P-HM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eurybiavirus; unclassified Eurybiavirus,NC_015284,NA,NA,NA,59919,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; Prochlorococcus marinus subsp. pastoris,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,51,156,100,TRUE
445700.YP_004322554.1 sigma factor for late transcription [Prochlorococcus phage P-HM1],445700,YP_004322554.1,Prochlorococcus phage P-HM1, sigma factor for late transcription,VOG02363,Prochlorococcus phage P-HM1,phage,NCBI Refseq,209,NC_015280,2926,181044,100,TRUE,Prochlorococcus phage P-HM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eurybiavirus; unclassified Eurybiavirus,NC_015280,NA,NA,NA,59919,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; Prochlorococcus marinus subsp. pastoris,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,51,156,100,FALSE
448384.YP_001469386.1 gp55 Sigma factor for T4 late transcription [Escherichia phage Phi1],448384,YP_001469386.1,Escherichia phage Phi1, gp55 Sigma factor for T4 late transcription,VOG02363,Escherichia phage Phi1,phage,NCBI Refseq,209,NC_009821,2885,164270,100,TRUE,Escherichia phage Phi1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus phi1,NC_009821,NA,NA,NA,83333,Escherichia coli K-12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,13,177,99.44000000000001,FALSE
45406.YP_803007.1 RNA polymerase sigma factor [Escherichia virus RB32],45406,YP_803007.1,Escherichia virus RB32, RNA polymerase sigma factor,VOG02363,Escherichia virus RB32,phage,NCBI Refseq,209,NC_008515,2912,165890,100,TRUE,Escherichia virus RB32,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus,NC_008515,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,UniProt,NA,NA,1,Myoviridae,0,185,100,FALSE
454798.YP_009140240.1 hypothetical protein [Salmonella phage Det7],454798,YP_009140240.1,Salmonella phage Det7, hypothetical protein,VOG02363,Salmonella phage Det7,phage,NCBI Refseq,209,NC_027119,3323,157498,100,TRUE,Salmonella phage Det7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus Det7,NC_027119,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,Ackermannviridae,1,268,100,TRUE
50948.NP_891614.1 RNA polymerase sigma factor [Escherichia phage RB49],50948,NP_891614.1,Escherichia phage RB49, RNA polymerase sigma factor,VOG02363,Escherichia phage RB49,phage,NCBI Refseq,209,NC_005066,2873,164018,100,TRUE,Escherichia phage RB49,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus RB49,NC_005066,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,"RefSeq, UniProt",NA,NA,1,Myoviridae,13,177,99.44000000000001,FALSE
536444.YP_007877723.1 hypothetical protein [Cyanophage P-RSM1],536444,YP_007877723.1,Cyanophage P-RSM1, hypothetical protein,VOG02363,Cyanophage P-RSM1,phage,NCBI Refseq,209,NC_021071,2940,177211,100,TRUE,Cyanophage P-RSM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_021071,NA,NA,NA,59922,Prochlorococcus marinus str. MIT 9303,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus,NA,NA,NA,NA,1,Myoviridae,68,157,100,TRUE
536453.YP_008129962.1 hypothetical protein [Prochlorococcus phage P-SSM3],536453,YP_008129962.1,Prochlorococcus phage P-SSM3, hypothetical protein,VOG02363,Prochlorococcus phage P-SSM3,phage,NCBI Refseq,209,NC_021559,2928,179063,100,TRUE,Prochlorococcus phage P-SSM3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Ronodorvirus; Prochlorococcus virus PSSM3,NC_021559,NA,NA,NA,59920,Prochlorococcus marinus str. NATL2A,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus,NA,NA,NA,NA,1,Myoviridae,56,158,98.73,FALSE
536466.YP_007677283.1 late transcription sigma factor [Synechococcus phage S-SSM4],536466,YP_007677283.1,Synechococcus phage S-SSM4, late transcription sigma factor,VOG02363,Synechococcus phage S-SSM4,phage,NCBI Refseq,209,NC_020875,2937,182801,100,TRUE,Synechococcus phage S-SSM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_020875,NA,NA,NA,166322,Synechococcus sp. WH 8018,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,127,155,100,TRUE
536474.YP_007877930.1 sigma factor for late transcription [Synechococcus phage Syn30],536474,YP_007877930.1,Synechococcus phage Syn30, sigma factor for late transcription,VOG02363,Synechococcus phage Syn30,phage,NCBI Refseq,209,NC_021072,2939,178807,100,TRUE,Synechococcus phage Syn30,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Leucotheavirus; Synechococcus virus Syn30,NC_021072,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,Myoviridae,66,157,100,FALSE
555387.YP_003097329.1 T4-like late sigma factor [Synechococcus phage S-RSM4],555387,YP_003097329.1,Synechococcus phage S-RSM4, T4-like late sigma factor,VOG02363,Synechococcus phage S-RSM4,phage,NCBI Refseq,209,NC_013085,2983,194454,100,TRUE,Synechococcus phage S-RSM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Cymopoleiavirus; unclassified Cymopoleiavirus,NC_013085,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,19508343,Literature,NA,NA,1,Myoviridae,84,169,98.82,FALSE
576789.YP_002922116.1 RNA polymerase sigma factor [Escherichia phage JSE],576789,YP_002922116.1,Escherichia phage JSE, RNA polymerase sigma factor,VOG02363,Escherichia phage JSE,phage,NCBI Refseq,209,NC_012740,2915,166418,100,TRUE,Escherichia phage JSE,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus JSE,NC_012740,NA,NA,NA,83333,Escherichia coli K-12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,13,177,100,FALSE
576790.YP_002922411.1 RNA polymerase sigma factor [Escherichia phage JS10],576790,YP_002922411.1,Escherichia phage JS10, RNA polymerase sigma factor,VOG02363,Escherichia phage JS10,phage,NCBI Refseq,209,NC_012741,3024,171451,100,TRUE,Escherichia phage JS10,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Dhakavirus; Escherichia virus JS10,NC_012741,NA,NA,NA,83333,Escherichia coli K-12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,4,185,97.84,FALSE
637730.YP_003358596.1 Gp55 T4-like sigma factor involved in late transcription [Shigella phage Ag3],637730,YP_003358596.1,Shigella phage Ag3, Gp55 T4-like sigma factor involved in late transcription,VOG02363,Shigella phage Ag3,phage,NCBI Refseq,209,NC_013693,3308,158006,100,TRUE,Shigella phage Ag3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; Shigella virus AG3,NC_013693,NA,NA,NA,621,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,1,Ackermannviridae,15,263,96.2,FALSE
645664.YP_003934688.1 sigma factor for T4 late transcription [Shigella phage SP18],645664,YP_003934688.1,Shigella phage SP18, sigma factor for T4 late transcription,VOG02363,Shigella phage SP18,phage,NCBI Refseq,209,NC_014595,2994,170605,100,TRUE,Shigella phage SP18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gaprivervirus; Shigella virus SP18,NC_014595,NA,NA,NA,624,Shigella sonnei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,1,Myoviridae,23,185,99.46000000000001,FALSE
665032.YP_003359079.1 gp55 sigma factor for T4 late transcription [Delftia phage PhiW-14],665032,YP_003359079.1,Delftia phage PhiW-14, gp55 sigma factor for T4 late transcription,VOG02363,Delftia phage PhiW-14,phage,NCBI Refseq,209,NC_013697,3320,157486,100,TRUE,Delftia phage PhiW-14,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Ionavirus; Delftia virus PhiW14,NC_013697,NA,NA,NA,80866,Delftia acidovorans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae; Delftia,NA,RefSeq,NA,NA,1,Myoviridae,259,199,100,TRUE
66711.YP_009167877.1 RNA polymerase sigma factor [Escherichia phage AR1],66711,YP_009167877.1,Escherichia phage AR1, RNA polymerase sigma factor,VOG02363,Escherichia phage AR1,phage,NCBI Refseq,209,NC_027983,2819,167435,100,TRUE,Escherichia phage AR1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus AR1,NC_027983,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,21507986,"Literature, RefSeq, UniProt",NA,NA,1,Myoviridae,0,185,100,FALSE
687803.YP_009302218.1 RNA polymerase sigma factor for late transcription [Cyanophage S-RIM50],687803,YP_009302218.1,Cyanophage S-RIM50, RNA polymerase sigma factor for late transcription,VOG02363,Cyanophage S-RIM50,phage,NCBI Refseq,209,NC_031242,3029,174307,100,TRUE,Cyanophage S-RIM50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Neptunevirus; Synechococcus virus SRIM50,NC_031242,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,Myoviridae,177,177,100,TRUE
69609.YP_009102271.1 RNA polymerase sigma factor [Enterobacteria phage RB27],69609,YP_009102271.1,Enterobacteria phage RB27, RNA polymerase sigma factor,VOG02363,Enterobacteria phage RB27,phage,NCBI Refseq,209,NC_025448,2858,165179,100,TRUE,Enterobacteria phage RB27,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Enterobacteria virus RB27,NC_025448,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,UniProt,NA,NA,2,Myoviridae,0,185,100,FALSE
698728.YP_003734211.1 gp55 sigma factor for T4 late transcription [Escherichia phage IME08],698728,YP_003734211.1,Escherichia phage IME08, gp55 sigma factor for T4 late transcription,VOG02363,Escherichia phage IME08,phage,NCBI Refseq,209,NC_014260,3042,172253,100,TRUE,Escherichia phage IME08,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Dhakavirus; Escherichia virus IME08,NC_014260,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,4,185,100,FALSE
700939.YP_004063748.1 gp55 RNA polymerase sigma factor [Escherichia phage vB_EcoM_VR7],700939,YP_004063748.1,Escherichia phage vB_EcoM_VR7, gp55 RNA polymerase sigma factor,VOG02363,Escherichia phage vB_EcoM_VR7,phage,NCBI Refseq,209,NC_014792,3014,169285,100,TRUE,Escherichia phage vB_EcoM_VR7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gaprivervirus; Escherichia virus VR7,NC_014792,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,23,185,100,FALSE
707757.YP_003579922.1 RNA polymerase sigma factor [Klebsiella phage KP15],707757,YP_003579922.1,Klebsiella phage KP15, RNA polymerase sigma factor,VOG02363,Klebsiella phage KP15,phage,NCBI Refseq,209,NC_014036,3031,174436,100,TRUE,Klebsiella phage KP15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Slopekvirus; Klebsiella virus KP15,NC_014036,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,Myoviridae,10,175,100,FALSE
709484.YP_004009915.1 RNA polymerase sigma factor [Enterobacter phage CC31],709484,YP_004009915.1,Enterobacter phage CC31, RNA polymerase sigma factor,VOG02363,Enterobacter phage CC31,phage,NCBI Refseq,209,NC_014662,2870,165540,100,TRUE,Enterobacter phage CC31,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Karamvirus; Escherichia virus CC31,NC_014662,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,21029436,"Literature, RefSeq",NA,NA,1,Myoviridae,29,177,99.44000000000001,FALSE
722417.YP_009169182.1 putative sigma factor for T4-like late transcription (T4 gp55-like) [Campylobacter virus CP220],722417,YP_009169182.1,Campylobacter virus CP220, putative sigma factor for T4-like late transcription (T4 gp55-like),VOG02363,Campylobacter virus CP220,phage,NCBI Refseq,209,NC_027997,2942,177534,100,TRUE,Campylobacter virus CP220,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eucampyvirinae; Firehammervirus,NC_027997,NA,NA,NA,205,Campylobacter sp.,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales; Campylobacteraceae; Campylobacter,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,98,255,100,TRUE
722418.YP_009168984.1 putative sigma factor for T4-like late transcription (T4 gp55-like) [Campylobacter virus CPt10],722418,YP_009168984.1,Campylobacter virus CPt10, putative sigma factor for T4-like late transcription (T4 gp55-like),VOG02363,Campylobacter virus CPt10,phage,NCBI Refseq,209,NC_027996,3039,175720,100,TRUE,Campylobacter virus CPt10,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eucampyvirinae; Firehammervirus,NC_027996,NA,NA,NA,194,Campylobacter,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales; Campylobacteraceae,NA,NA,NA,NA,1,Myoviridae,98,255,97.64999999999999,FALSE
